CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
F33395,1539,C,6.0,09:38.7,13/11/2020,13/11/2020 00:00,13/12/2020,18/11/2020,51180.0,0.0,0.0
F33400,1016,C,6.0,37:40.9,13/11/2020,17/11/2020 00:00,13/11/2020,17/11/2020,5610.0,0.0,0.0
F33409,1016,E,5.0,25:13.1,17/11/2020,03/11/2020 00:00,17/11/2020,,1530.0,0.0,0.0
F33410,1016,E,6.0,26:19.9,17/11/2020,17/11/2020 00:00,17/11/2020,,5610.0,0.0,0.0
F33428,1284,E,2.0,33:50.4,18/11/2020,18/11/2020 00:00,18/12/2020,,713.9046,0.0,0.0
F33429,1539,E,3.0,55:07.0,18/11/2020,13/11/2020 00:00,18/12/2020,,51180.0,2559.0,0.0
F33440,1453,E,5.0,18:10.2,18/11/2020,18/11/2020 00:00,18/12/2020,,1450.0,0.0,0.0
F33449,1429,E,6.0,37:28.9,19/11/2020,13/11/2020 00:00,18/01/2021,,9450.0,0.0,0.0
F33487,1852,E,2.0,25:12.8,24/11/2020,24/11/2020 00:00,24/12/2020,,3630.0,0.0,0.0
F33512,1965,E,2.0,43:44.7,25/11/2020,25/11/2020 00:00,25/12/2020,,2004.545,0.0,0.0
F33541,1020,E,5.0,20:16.6,27/11/2020,27/11/2020 00:00,27/12/2020,,143.4109,0.0,0.0
F33591,1016,E,3.0,10:49.3,01/12/2020,01/12/2020 00:00,01/12/2020,,3740.0,0.0,0.0
F33598,1284,E,2.0,18:01.6,01/12/2020,01/12/2020 00:00,31/12/2020,,1550.43,0.0,0.0
F33618,1284,E,2.0,27:48.5,03/12/2020,03/12/2020 00:00,02/01/2021,,4750.0,0.0,0.0
F33654,1586,E,4.0,32:30.8,07/12/2020,25/11/2020 00:00,07/12/2020,,11138.1,0.0,0.0
F33662,1965,E,2.0,47:08.9,08/12/2020,25/11/2020 00:00,07/01/2021,,2098.5,0.0,0.0
F33682,1508,E,6.0,56:47.5,09/12/2020,11/12/2020 00:00,09/12/2020,,4325.8,0.0,0.0
F33688,1020,E,2.0,47:14.8,09/12/2020,09/12/2020 00:00,08/01/2021,,2925.0,0.0,0.0
F33718,1586,E,2.0,14:59.9,14/12/2020,17/12/2020 00:00,14/12/2020,,1724.0,0.0,0.0
F33751,1453,E,2.0,43:06.8,16/12/2020,16/12/2020 00:00,15/01/2021,,1305.0,0.0,0.0
F33765,1852,E,2.0,57:25.4,18/12/2020,18/12/2020 00:00,17/01/2021,,3630.0,0.0,0.0
F33767,1016,E,3.0,26:25.8,18/12/2020,11/12/2020 00:00,17/01/2021,,1738.0,0.0,0.0
F33768,1016,E,4.0,27:34.8,18/12/2020,15/12/2020 00:00,17/01/2021,,1738.0,0.0,0.0
F33775,1284,E,2.0,03:11.0,21/12/2020,15/12/2020 00:00,20/01/2021,,6626.4,0.0,0.0
F33779,1339,E,5.0,58:19.7,21/12/2020,16/12/2020 00:00,20/01/2021,,6284.0,0.0,0.0
F33783,1753,E,2.0,45:50.2,22/12/2020,22/12/2020 00:00,21/01/2021,,2112.0,0.0,0.0
F33792,1802,E,4.0,11:35.7,30/12/2020,30/12/2020 00:00,30/12/2020,,24137.931,0.0,0.0
F33804,1586,C,4.0,38:54.7,05/01/2021,09/12/2020 00:00,05/01/2021,07/01/2021,3712.7,0.0,0.0
F33816,1583,E,6.0,10:03.2,05/01/2021,16/12/2020 00:00,04/02/2021,,8586.0,0.0,0.0
F33818,1508,E,6.0,50:47.7,05/01/2021,05/01/2021 00:00,05/01/2021,,4325.8,0.0,0.0
F33827,1965,E,2.0,35:44.9,06/01/2021,06/01/2021 00:00,05/02/2021,,1130.0,169.5,0.0
F33838,1753,E,2.0,41:36.1,07/01/2021,07/01/2021 00:00,06/02/2021,,2112.0,0.0,0.0
F33860,1965,E,2.0,24:14.4,11/01/2021,11/01/2021 00:00,10/02/2021,,1130.0,169.5,0.0
F33880,1485,E,2.0,48:05.1,12/01/2021,12/01/2021 00:00,12/01/2021,,1111.228,0.0,0.0
F33903,1852,E,2.0,14:28.0,15/01/2021,15/01/2021 00:00,14/02/2021,,4543.44,0.0,0.0
F33922,1965,E,2.0,24:13.6,18/01/2021,18/01/2021 00:00,17/02/2021,,1781.25,267.19,0.0
F33938,1150,E,4.0,31:39.3,19/01/2021,11/01/2021 00:00,19/01/2021,,1720.0,0.0,0.0
F33946,1965,E,2.0,55:45.8,20/01/2021,20/01/2021 00:00,19/02/2021,,600.0,90.0,0.0
F33952,1158,E,2.0,39:37.3,21/01/2021,21/01/2021 00:00,21/01/2021,,630.0,0.0,0.0
F33976,1965,E,2.0,08:20.2,25/01/2021,25/01/2021 00:00,24/02/2021,,796.0,119.4,0.0
F34072,1053,E,5.0,03:59.5,29/01/2021,27/01/2021 00:00,29/04/2021,,17372.82,0.0,0.0
F34103,1289,E,5.0,51:50.6,04/02/2021,29/01/2021 00:00,06/03/2021,,4692.65,0.0,0.0
F34108,1757,E,2.0,36:33.7,04/02/2021,02/12/2020 00:00,04/02/2021,,3878.7,0.0,0.0
F34133,1965,E,2.0,20:29.2,08/02/2021,08/02/2021 00:00,10/03/2021,,1783.0,267.45,0.0
F34156,1965,E,2.0,02:00.0,10/02/2021,01/02/2021 00:00,12/03/2021,,9594.5,1439.18,0.0
F34171,1053,E,4.0,22:36.7,11/02/2021,09/02/2021 00:00,12/05/2021,,13065.0,0.0,0.0
F34172,1020,E,2.0,25:48.1,11/02/2021,11/02/2021 00:00,13/03/2021,,694.575,0.0,0.0
F34177,1020,E,2.0,31:28.3,11/02/2021,12/02/2021 00:00,13/03/2021,,713.5,0.0,0.0
F34181,1965,E,2.0,24:26.9,12/02/2021,12/02/2021 00:00,14/03/2021,,14286.09,2142.91,0.0
F34200,1965,E,2.0,00:58.4,15/02/2021,15/02/2021 00:00,17/03/2021,,3549.0,532.35,0.0
F34260,1539,E,6.0,29:30.0,18/02/2021,18/02/2021 00:00,20/03/2021,,15759.62,0.0,0.0
F34261,1289,E,5.0,38:56.6,19/02/2021,18/02/2021 00:00,21/03/2021,,3754.12,0.0,0.0
F34263,1240,E,2.0,53:20.8,19/02/2021,19/02/2021 00:00,19/02/2021,,360.0,0.0,0.0
F34322,1429,E,6.0,02:19.6,24/02/2021,19/02/2021 00:00,25/04/2021,,23625.0,0.0,0.0
F34355,1429,E,6.0,50:44.8,26/02/2021,25/02/2021 00:00,27/04/2021,,9500.0,0.0,0.0
F34378,1284,E,2.0,15:53.7,01/03/2021,01/03/2021 00:00,31/03/2021,,2380.0,0.0,0.0
F34415,1965,E,2.0,45:30.4,03/03/2021,24/02/2021 00:00,02/04/2021,,11321.5,1698.23,0.0
F34447,1761,E,2.0,50:14.2,08/03/2021,08/03/2021 00:00,08/03/2021,,710.95,0.0,0.0
F34502,1016,E,3.0,24:20.1,11/03/2021,11/03/2021 00:00,11/03/2021,,3740.0,0.0,0.0
F34525,1453,E,5.0,24:01.1,16/03/2021,12/03/2021 00:00,15/04/2021,,9300.0,0.0,0.0
F34540,1539,E,2.0,07:49.1,17/03/2021,10/03/2021 00:00,16/04/2021,,3184.0,0.0,0.0
F34581,1539,E,2.0,34:27.5,22/03/2021,17/03/2021 00:00,21/04/2021,,25126.64,0.0,0.0
F34583,1831,E,2.0,44:10.8,22/03/2021,22/03/2021 00:00,06/05/2021,,2241.0,0.0,0.0
F34599,1020,E,2.0,04:51.5,23/03/2021,16/03/2021 00:00,22/04/2021,,4800.0,0.0,0.0
F34603,1284,E,2.0,43:15.3,23/03/2021,23/03/2021 00:00,22/04/2021,,682.5,0.0,0.0
F34610,1284,E,2.0,40:31.8,24/03/2021,24/03/2021 00:00,23/04/2021,,775.21,0.0,0.0
F34611,1757,E,2.0,46:11.5,24/03/2021,17/02/2021 00:00,24/03/2021,,710.0,0.0,0.0
F34626,1289,E,5.0,12:17.8,25/03/2021,19/03/2021 00:00,24/04/2021,,3754.12,0.0,0.0
F34633,1852,E,2.0,00:32.9,26/03/2021,26/03/2021 00:00,25/04/2021,,4543.44,0.0,0.0
F34723,1852,E,2.0,50:08.7,08/04/2021,08/04/2021 00:00,08/05/2021,,4543.44,0.0,0.0
F34763,1289,E,5.0,20:09.4,13/04/2021,26/03/2021 00:00,13/05/2021,,3640.0,0.0,0.0
F34764,1339,C,5.0,56:15.2,13/04/2021,29/03/2021 00:00,13/05/2021,13/04/2021,6284.0,0.0,0.0
F34765,1339,C,5.0,30:30.8,13/04/2021,29/03/2021 00:00,13/05/2021,16/04/2021,6284.0,0.0,0.0
F34798,1784,E,2.0,51:03.2,15/04/2021,14/04/2021 00:00,30/04/2021,,6938.0,0.0,0.0
F34802,1053,E,1.0,20:51.1,15/04/2021,15/04/2021 00:00,14/07/2021,,300.0,0.0,0.0
F34808,1339,E,5.0,45:29.0,16/04/2021,29/03/2021 00:00,16/05/2021,,6284.0,0.0,0.0
F34833,1240,E,2.0,55:00.8,20/04/2021,20/04/2021 00:00,20/04/2021,,180.0,0.0,0.0
F34863,1401,E,3.0,52:36.5,22/04/2021,21/04/2021 00:00,22/04/2021,,4170.6,0.0,0.0
F34870,1965,C,2.0,30:52.9,23/04/2021,23/04/2021 00:00,23/05/2021,26/04/2021,2563.75,303.56,0.0
F34872,1965,C,2.0,36:28.7,23/04/2021,23/04/2021 00:00,23/05/2021,26/04/2021,1888.75,202.31,0.0
F34892,1965,E,2.0,25:12.9,26/04/2021,26/04/2021 00:00,26/05/2021,,1888.75,283.31,0.0
F34900,1339,E,5.0,43:36.6,27/04/2021,21/04/2021 00:00,27/05/2021,,8031.0,0.0,0.0
F34907,1390,E,5.0,10:34.8,28/04/2021,26/04/2021 00:00,28/04/2021,,4431.0,0.0,0.0
F34956,1401,E,3.0,45:29.1,04/05/2021,03/05/2021 00:00,04/05/2021,,140.0,0.0,0.0
F34957,1289,E,5.0,51:58.4,04/05/2021,21/04/2021 00:00,03/06/2021,,5973.0,0.0,0.0
F34958,1339,E,5.0,57:56.3,04/05/2021,21/04/2021 00:00,03/06/2021,,24842.5,0.0,0.0
F34959,1284,E,2.0,29:27.4,04/05/2021,04/05/2021 00:00,03/06/2021,,3810.0,0.0,0.0
F34981,1852,E,2.0,23:21.6,05/05/2021,05/05/2021 00:00,04/06/2021,,2271.72,0.0,0.0
F34982,1016,E,3.0,44:44.8,05/05/2021,23/04/2021 00:00,04/06/2021,,809.86,0.0,0.0
F34994,1198,E,2.0,14:58.1,06/05/2021,06/05/2021 00:00,21/05/2021,,2083.725,0.0,0.0
F35008,1020,E,2.0,34:39.9,10/05/2021,10/05/2021 00:00,09/06/2021,,230.0,0.0,0.0
F35015,1207,E,2.0,49:59.1,11/05/2021,11/05/2021 00:00,11/05/2021,,1350.0,0.0,0.0
F35047,1784,E,2.0,00:03.0,13/05/2021,13/05/2021 00:00,28/05/2021,,390.0,0.0,0.0
F35082,1784,E,2.0,08:18.4,19/05/2021,19/05/2021 00:00,03/06/2021,,175.0,0.0,0.0
F35083,1490,E,2.0,34:06.7,19/05/2021,18/05/2021 00:00,19/05/2021,,4471.24,0.0,0.0
F35122,1965,E,2.0,04:53.7,24/05/2021,19/05/2021 00:00,23/06/2021,,1342.02,201.3,0.0
F35198,1089,E,2.0,02:09.8,31/05/2021,03/05/2021 00:00,31/05/2021,,399.0075,0.0,0.0
F35255,1053,E,1.0,18:29.0,04/06/2021,03/06/2021 00:00,02/09/2021,,17372.82,0.0,0.0
F35266,1852,E,2.0,22:11.8,08/06/2021,08/06/2021 00:00,08/07/2021,,2271.72,0.0,0.0
F35284,1198,E,2.0,49:37.5,10/06/2021,09/06/2021 00:00,25/06/2021,,1960.5993,0.0,0.0
F35299,1586,E,2.0,08:25.6,11/06/2021,11/06/2021 00:00,11/06/2021,,380.0,0.0,0.0
F35326,1965,E,2.0,28:37.6,15/06/2021,15/06/2021 00:00,15/07/2021,,1250.0,0.0,0.0
F35340,1453,E,1.0,32:26.7,17/06/2021,15/06/2021 00:00,17/07/2021,,6200.0,0.0,0.0
F35349,1539,E,3.0,56:48.2,18/06/2021,18/06/2021 00:00,18/07/2021,,3900.0,0.0,0.0
F35361,1266,E,2.0,27:43.1,21/06/2021,23/06/2021 00:00,05/08/2021,,9064.0,0.0,0.0
F35366,1965,E,2.0,26:24.1,21/06/2021,21/06/2021 00:00,21/07/2021,,736.0,110.4,0.0
F35407,1240,E,2.0,26:11.0,25/06/2021,25/06/2021 00:00,25/06/2021,,250.0,0.0,0.0
F35408,1240,E,2.0,28:09.7,25/06/2021,25/06/2021 00:00,25/06/2021,,250.0,0.0,0.0
F35409,1240,E,2.0,31:57.7,25/06/2021,25/06/2021 00:00,25/06/2021,,725.0,0.0,0.0
F35430,1083,E,5.0,19:12.7,29/06/2021,22/06/2021 00:00,29/06/2021,,8327.41,0.0,0.0
F35456,1429,E,1.0,32:16.6,30/06/2021,30/06/2021 00:00,29/08/2021,,23625.0,0.0,0.0
F35484,1852,E,2.0,09:28.3,02/07/2021,02/07/2021 00:00,01/08/2021,,2271.72,0.0,0.0
F35507,1539,C,3.0,14:45.1,06/07/2021,24/06/2021 00:00,05/08/2021,26/07/2021,17850.0,0.0,0.0
F35508,1757,E,2.0,24:14.3,06/07/2021,07/05/2021 00:00,06/07/2021,,1170.6,0.0,0.0
F35515,1240,E,2.0,06:55.4,07/07/2021,07/07/2021 00:00,07/07/2021,,1365.0,0.0,0.0
F35540,1429,E,1.0,55:46.5,09/07/2021,09/07/2021 00:00,07/09/2021,,9450.0,0.0,0.0
F35558,1965,E,2.0,54:30.3,13/07/2021,09/07/2021 00:00,12/08/2021,,1475.0,221.25,0.0
F35619,1478,E,6.0,42:12.3,21/07/2021,12/07/2021 00:00,20/08/2021,,3555.0,0.0,0.0
F35624,1016,E,3.0,12:02.5,21/07/2021,15/07/2021 00:00,20/08/2021,,2200.0,0.0,0.0
F35655,1053,E,1.0,07:28.8,23/07/2021,16/07/2021 00:00,21/10/2021,,30437.82,0.0,0.0
F35664,1240,E,2.0,50:29.0,26/07/2021,26/07/2021 00:00,26/07/2021,,546.0,0.0,0.0
F35686,1284,E,2.0,49:35.2,28/07/2021,28/07/2021 00:00,27/08/2021,,455.0,0.0,0.0
F35701,1965,E,2.0,04:42.2,29/07/2021,29/07/2021 00:00,28/08/2021,,3414.0,512.1,0.0
F35709,1965,E,2.0,17:27.9,30/07/2021,29/07/2021 00:00,29/08/2021,,11321.5,1698.23,0.0
F35711,1339,E,5.0,08:54.9,30/07/2021,30/07/2021 00:00,29/08/2021,,11081.5225,0.0,0.0
F35753,1339,C,5.0,08:51.5,04/08/2021,29/07/2021 00:00,03/09/2021,13/08/2021,4157.22,0.0,0.0
F35760,1852,E,2.0,49:59.1,04/08/2021,04/08/2021 00:00,03/09/2021,,3120.0015,0.0,0.0
F35765,1016,E,3.0,34:06.5,05/08/2021,06/08/2021 00:00,04/09/2021,,5832.0,0.0,0.0
F35766,1539,E,3.0,40:00.3,05/08/2021,24/06/2021 00:00,04/09/2021,,17850.0,0.0,0.0
F35781,1852,E,2.0,06:54.1,06/08/2021,06/08/2021 00:00,05/09/2021,,6243.6,0.0,0.0
F35797,1053,E,1.0,43:18.7,10/08/2021,06/08/2021 00:00,08/11/2021,,17959.23,0.0,0.0
F35818,1459,E,2.0,56:47.3,12/08/2021,04/08/2021 00:00,11/09/2021,,10742.0,0.0,0.0
F35847,1784,E,2.0,32:34.8,16/08/2021,13/08/2021 00:00,31/08/2021,,1236.8,0.0,0.0
F35880,1485,E,2.0,39:25.6,18/08/2021,18/08/2021 00:00,18/08/2021,,2692.706,0.0,0.0
F35884,1757,E,2.0,53:57.1,19/08/2021,02/08/2021 00:00,19/08/2021,,1420.0,0.0,0.0
F35885,1757,E,2.0,55:47.4,19/08/2021,20/07/2021 00:00,19/08/2021,,731.84,0.0,0.0
F35930,1016,E,3.0,42:15.2,24/08/2021,20/08/2021 00:00,23/09/2021,,4400.0,0.0,0.0
F35945,1083,E,3.0,59:57.4,25/08/2021,09/08/2021 00:00,25/08/2021,,17396.15,0.0,0.0
F35972,1852,E,2.0,29:17.8,30/08/2021,30/08/2021 00:00,29/09/2021,,9365.4,0.0,0.0
F35979,1852,E,2.0,01:23.8,30/08/2021,30/08/2021 00:00,29/09/2021,,4620.0,0.0,0.0
F36026,1130,E,2.0,57:07.8,02/09/2021,01/09/2021 00:00,10/09/2021,,908.0,0.0,0.0
F36070,1852,E,2.0,55:19.9,06/09/2021,06/09/2021 00:00,06/10/2021,,9365.4,0.0,0.0
F36071,1852,E,2.0,59:58.6,06/09/2021,06/09/2021 00:00,06/10/2021,,4620.0,0.0,0.0
F36087,1016,E,3.0,09:36.0,08/09/2021,25/08/2021 00:00,08/10/2021,,3932.0,0.0,0.0
F36133,1016,E,3.0,23:55.8,13/09/2021,25/08/2021 00:00,13/10/2021,,3888.0,0.0,0.0
F36152,1016,E,3.0,44:50.2,15/09/2021,15/09/2021 00:00,15/10/2021,,5832.0,0.0,0.0
F36160,1016,E,3.0,18:06.1,15/09/2021,13/09/2021 00:00,15/10/2021,,1960.0,0.0,0.0
F36181,1289,E,5.0,01:31.3,20/09/2021,10/09/2021 00:00,20/10/2021,,2548.17,0.0,0.0
F36190,1852,E,2.0,17:24.7,21/09/2021,21/09/2021 00:00,21/10/2021,,10863.6,0.0,0.0
F36191,1852,E,2.0,27:14.2,21/09/2021,21/09/2021 00:00,21/10/2021,,6243.6,0.0,0.0
F36268,1016,E,3.0,50:42.4,28/09/2021,20/09/2021 00:00,28/10/2021,,5628.0,0.0,0.0
F36320,1284,E,2.0,38:51.7,04/10/2021,28/09/2021 00:00,03/11/2021,,3569.523,0.0,0.0
F36335,1852,C,2.0,05:03.7,05/10/2021,05/10/2021 00:00,04/11/2021,05/10/2021,10863.6,0.0,0.0
F36336,1852,E,2.0,11:44.7,05/10/2021,05/10/2021 00:00,04/11/2021,,6243.6,0.0,0.0
F36337,1852,E,2.0,22:09.1,05/10/2021,05/10/2021 00:00,04/11/2021,,10863.6,0.0,0.0
F36371,1485,C,2.0,51:23.8,08/10/2021,08/10/2021 00:00,08/10/2021,11/10/2021,6460.0,0.0,0.0
F36372,1485,E,2.0,35:15.1,08/10/2021,08/10/2021 00:00,08/10/2021,,5537.246,0.0,0.0
F36410,1965,E,2.0,17:49.0,14/10/2021,14/10/2021 00:00,13/11/2021,,10837.0,1625.55,0.0
F36412,1266,E,3.0,32:57.5,14/10/2021,15/10/2021 00:00,28/11/2021,,9705.0,0.0,0.0
F36420,1429,E,1.0,01:08.4,15/10/2021,15/10/2021 00:00,14/12/2021,,23625.0,0.0,0.0
F36440,1761,E,2.0,03:02.2,18/10/2021,18/10/2021 00:00,18/10/2021,,428.71,0.0,0.0
F36479,1016,E,3.0,16:25.8,22/10/2021,22/10/2021 00:00,21/11/2021,,4400.0,0.0,0.0
F36526,1485,E,2.0,14:24.2,28/10/2021,28/10/2021 00:00,28/10/2021,,8700.0,0.0,0.0
F36552,1600,E,6.0,58:43.8,29/10/2021,29/10/2021 00:00,29/10/2021,,11662.0,0.0,0.0
F36558,1207,E,2.0,01:30.9,29/10/2021,29/10/2021 00:00,13/11/2021,,2815.379,0.0,0.0
F36591,1757,E,2.0,46:21.7,04/11/2021,21/10/2021 00:00,04/11/2021,,1968.0,0.0,0.0
F36628,1955,E,2.0,55:55.1,10/11/2021,08/11/2021 00:00,10/11/2021,,293.0,0.0,0.0
F36642,1207,E,2.0,56:51.1,11/11/2021,12/11/2021 00:00,26/11/2021,,5618.91,0.0,0.0
F36662,1181,E,2.0,32:24.8,12/11/2021,12/11/2021 00:00,12/11/2021,,320.91,0.0,0.0
F36682,1284,E,2.0,19:54.1,17/11/2021,17/11/2021 00:00,17/12/2021,,1055.0,0.0,0.0
F36690,1852,E,2.0,29:53.0,18/11/2021,17/11/2021 00:00,18/12/2021,,6930.0,0.0,0.0
F36700,1784,E,2.0,44:31.4,18/11/2021,05/11/2021 00:00,03/12/2021,,1248.3,0.0,0.0
F36719,1016,C,3.0,27:03.8,22/11/2021,17/11/2021 00:00,22/12/2021,25/11/2021,7500.017,0.0,0.0
F36760,1240,E,2.0,14:41.8,25/11/2021,08/11/2021 00:00,25/11/2021,,800.0,0.0,0.0
F36765,1016,E,3.0,59:05.8,25/11/2021,17/11/2021 00:00,25/12/2021,,7500.017,0.0,0.0
F36766,1339,E,2.0,12:12.0,25/11/2021,26/11/2021 00:00,25/12/2021,,7132.2,0.0,0.0
F36783,1586,E,2.0,51:34.3,29/11/2021,29/11/2021 00:00,29/11/2021,,1714.8,0.0,0.0
F36826,1401,E,3.0,42:35.6,30/11/2021,02/12/2021 00:00,30/11/2021,,600.8,0.0,0.0
F36853,1289,E,3.0,43:18.4,03/12/2021,03/12/2021 00:00,02/01/2022,,6306.0,0.0,0.0
F36854,1289,E,3.0,46:04.5,03/12/2021,01/12/2021 00:00,02/01/2022,,12612.0,0.0,0.0
F36860,1955,E,2.0,09:44.4,03/12/2021,03/12/2021 00:00,03/12/2021,,420.0,0.0,0.0
F36876,1965,E,2.0,46:15.9,07/12/2021,18/11/2021 00:00,06/01/2022,,10745.9,1611.89,0.0
F36902,1586,E,2.0,17:45.3,09/12/2021,09/12/2021 00:00,09/12/2021,,1714.8,0.0,0.0
F36949,1429,E,1.0,03:35.5,17/12/2021,14/12/2021 00:00,15/02/2022,,23625.0,0.0,0.0
F36975,1600,E,6.0,39:28.3,22/12/2021,06/12/2021 00:00,22/12/2021,,23324.0,0.0,0.0
F36977,1965,C,3.0,31:06.2,22/12/2021,22/12/2021 00:00,21/01/2022,22/12/2021,5150.0,772.5,0.0
F36978,1965,E,3.0,42:44.9,22/12/2021,22/12/2021 00:00,21/01/2022,,4346.0,651.9,0.0
F37067,1289,E,3.0,24:40.0,07/01/2022,23/12/2021 00:00,06/02/2022,,2815.59,0.0,0.0
F37085,1965,E,2.0,44:28.2,10/01/2022,10/01/2022 00:00,09/02/2022,,4786.09,717.91,0.0
F37100,1289,E,3.0,45:18.1,12/01/2022,11/01/2022 00:00,11/02/2022,,938.53,0.0,0.0
F37105,1266,E,3.0,49:03.1,12/01/2022,12/01/2022 00:00,26/02/2022,,5050.8,0.0,0.0
F37115,1429,E,1.0,42:12.1,14/01/2022,14/01/2022 00:00,15/03/2022,,9450.0,0.0,0.0
F37147,1053,E,1.0,12:26.4,19/01/2022,17/01/2022 00:00,19/04/2022,,17420.0,0.0,0.0
F37262,1784,E,2.0,30:58.8,02/02/2022,26/01/2022 00:00,17/02/2022,,871.5,0.0,0.0
F37270,1016,E,3.0,50:18.4,02/02/2022,01/02/2022 00:00,04/03/2022,,2200.0,0.0,0.0
F37282,1965,E,2.0,42:20.3,04/02/2022,28/01/2022 00:00,06/03/2022,,16118.85,2417.83,0.0
F37283,1965,E,2.0,46:08.8,04/02/2022,04/02/2022 00:00,06/03/2022,,1581.0,237.15,0.0
F37284,1965,E,2.0,51:02.2,04/02/2022,04/02/2022 00:00,06/03/2022,,5497.0,824.55,0.0
F37298,1453,E,1.0,00:53.6,08/02/2022,08/02/2022 00:00,10/03/2022,,868.75,0.0,0.0
F37308,1429,E,1.0,25:06.4,09/02/2022,08/02/2022 00:00,10/04/2022,,9450.0,0.0,0.0
F37309,1965,C,2.0,34:09.1,09/02/2022,08/02/2022 00:00,11/03/2022,09/02/2022,6625.5,993.83,0.0
F37317,1965,E,2.0,57:12.4,09/02/2022,08/02/2022 00:00,11/03/2022,,6625.5,993.83,0.0
F37320,1339,E,1.0,06:33.2,09/02/2022,07/02/2022 00:00,11/03/2022,,9596.04,0.0,0.0
F37355,1289,E,1.0,33:46.4,14/02/2022,04/02/2022 00:00,16/03/2022,,5973.0,0.0,0.0
F37376,1401,E,3.0,49:08.7,16/02/2022,09/02/2022 00:00,16/02/2022,,3000.0,0.0,0.0
F37383,1831,E,2.0,11:40.9,16/02/2022,03/02/2022 00:00,02/04/2022,,1881.7,0.0,0.0
F37390,1130,E,2.0,55:53.8,17/02/2022,17/02/2022 00:00,25/02/2022,,587.0,0.0,0.0
F37394,1784,E,2.0,29:47.1,17/02/2022,11/02/2022 00:00,04/03/2022,,1136.53,0.0,0.0
F37423,1284,E,2.0,01:42.4,21/02/2022,21/02/2022 00:00,23/03/2022,,1645.0,0.0,0.0
F37424,1284,E,2.0,35:44.4,21/02/2022,21/02/2022 00:00,23/03/2022,,120.0,0.0,0.0
F37479,1671,E,6.0,47:04.4,25/02/2022,21/02/2022 00:00,25/02/2022,,935.34,0.0,0.0
F37494,1943,C,2.0,34:00.4,28/02/2022,28/02/2022 00:00,28/02/2022,28/02/2022,89.68,0.0,0.0
F37497,1943,C,2.0,05:42.4,28/02/2022,28/02/2022 00:00,28/02/2022,28/02/2022,89.68,0.0,0.0
F37506,1757,E,2.0,23:45.4,28/02/2022,28/02/2022 00:00,28/02/2022,,2586.21,0.0,0.0
F37545,1965,E,2.0,19:11.8,04/03/2022,15/02/2022 00:00,03/04/2022,,22362.85,3354.43,0.0
F37568,1943,E,2.0,19:46.7,08/03/2022,01/03/2022 00:00,08/03/2022,,156.94,0.0,0.0
F37591,1965,E,2.0,36:22.9,10/03/2022,10/03/2022 00:00,09/04/2022,,3060.0,459.0,0.0
F37592,1965,E,2.0,39:00.0,10/03/2022,10/03/2022 00:00,09/04/2022,,2680.0,402.0,0.0
F37606,1401,E,3.0,52:22.0,11/03/2022,11/03/2022 00:00,11/03/2022,,4650.5,0.0,0.0
F37614,1784,E,2.0,59:58.3,11/03/2022,11/03/2022 00:00,26/03/2022,,1500.0,0.0,0.0
F37637,1583,E,3.0,21:04.3,16/03/2022,15/03/2022 00:00,15/04/2022,,2700.0,0.0,0.0
F37700,1240,E,2.0,55:17.1,23/03/2022,23/03/2022 00:00,23/03/2022,,2650.8,0.0,0.0
F37701,1459,E,2.0,22:59.4,23/03/2022,18/03/2022 00:00,22/04/2022,,14175.0,0.0,0.0
F37746,1757,E,2.0,20:20.4,28/03/2022,14/03/2022 00:00,28/03/2022,,6253.5,0.0,0.0
F37755,1089,E,2.0,02:19.3,29/03/2022,24/03/2022 00:00,29/03/2022,,527.59,0.0,0.0
F37778,1429,E,1.0,10:04.6,31/03/2022,31/03/2022 00:00,30/05/2022,,23625.0,0.0,0.0
F37822,1784,E,2.0,22:32.9,04/04/2022,04/04/2022 00:00,19/04/2022,,435.0,0.0,0.0
F37825,1284,E,2.0,17:15.8,04/04/2022,04/04/2022 00:00,04/05/2022,,1129.5,0.0,0.0
F37843,1289,E,3.0,05:15.3,06/04/2022,30/03/2022 00:00,06/05/2022,,3754.12,0.0,0.0
F37848,1965,E,2.0,28:46.8,06/04/2022,06/04/2022 00:00,06/05/2022,,1200.0,180.0,0.0
F37849,1965,E,2.0,32:25.6,06/04/2022,06/04/2022 00:00,06/05/2022,,640.209,96.03,0.0
F37852,1284,E,2.0,30:02.6,07/04/2022,30/03/2022 00:00,07/05/2022,,5005.6,0.0,0.0
F37856,1429,E,1.0,24:07.8,07/04/2022,05/04/2022 00:00,06/06/2022,,18900.0,0.0,0.0
F37860,1016,E,3.0,19:31.5,07/04/2022,07/04/2022 00:00,07/05/2022,,4400.0,0.0,0.0
F37884,1583,E,3.0,45:43.0,11/04/2022,11/04/2022 00:00,11/05/2022,,2700.0,0.0,0.0
F37981,1284,E,2.0,17:12.2,26/04/2022,27/04/2022 00:00,26/05/2022,,24100.0,0.0,0.0
F38012,1784,E,2.0,09:25.2,28/04/2022,25/04/2022 00:00,13/05/2022,,3837.4,0.0,0.0
F38022,1130,E,2.0,00:43.8,29/04/2022,29/04/2022 00:00,07/05/2022,,659.48,0.0,0.0
